vkmt,vdpp,d_sat,d_sup,ex_effi,in_effi,trust,engage,SEX,AGE,weight,year,N_kmt,N_dpp,NPID,EDU_2.0,EDU_3.0,EDU_4.0,EDU_5.0,PartyID_1.0,PartyID_2.0,BLosser
4.0,6.0,2.0,1.0,3.0,3.0,2.0,2.0,0.0,4.0,1.01796959532701,2008,0,0,0,1,0,0,0,0,1,0
5.0,7.0,3.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,1.09633079431992,2008,0,0,0,0,1,0,0,0,1,0
5.0,5.0,1.0,0.0,2.0,2.0,2.0,1.0,1.0,5.0,0.782680341982412,2008,0,0,0,0,0,0,0,0,0,0
4.0,5.0,2.0,0.0,2.0,2.0,2.0,1.0,0.0,5.0,0.801036376127409,2008,0,0,0,0,0,0,0,0,0,0
5.0,3.0,3.0,0.0,3.0,2.0,2.0,2.0,1.0,2.0,1.25587725768751,2008,0,0,0,1,0,0,0,0,0,0
7.0,3.0,2.0,1.0,3.0,3.0,2.0,4.0,1.0,3.0,0.908861811406424,2008,0,0,0,0,0,1,0,1,0,0
6.0,1.0,3.0,0.0,3.0,3.0,2.0,3.0,0.0,3.0,0.930177152482967,2008,0,1,0,0,0,1,0,1,0,0
5.0,5.0,2.0,0.0,2.0,2.0,2.0,3.0,1.0,3.0,0.832889028048954,2008,0,0,0,0,0,0,1,1,0,0
7.0,2.0,3.0,0.0,3.0,2.0,2.0,1.0,0.0,3.0,0.930177152482967,2008,0,1,0,0,0,1,0,1,0,0
6.0,4.0,3.0,1.0,2.0,1.0,2.0,3.0,1.0,5.0,0.782680341982412,2008,0,0,0,0,0,0,0,1,0,0
4.0,5.0,3.0,0.0,3.0,2.0,1.0,3.0,1.0,1.0,1.02900476527219,2008,0,0,0,0,0,0,1,0,1,0
3.0,9.0,4.0,1.0,3.0,2.0,2.0,1.0,0.0,5.0,0.801036376127409,2008,0,0,0,0,0,0,0,0,1,0
6.0,3.0,2.0,1.0,3.0,2.0,3.0,1.0,1.0,5.0,0.943257103690732,2008,0,0,0,1,0,0,0,0,0,0
5.0,5.0,2.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,1.25703453605526,2008,0,0,0,0,1,0,0,0,0,0
0.0,5.0,1.0,0.0,3.0,2.0,2.0,2.0,0.0,2.0,1.11855046240486,2008,1,0,0,0,1,0,0,0,1,0
5.0,5.0,4.0,1.0,3.0,3.0,3.0,1.0,1.0,4.0,0.865580706782909,2008,0,0,0,0,1,0,0,0,0,0
0.0,10.0,2.0,1.0,2.0,2.0,2.0,1.0,0.0,2.0,1.28133050224272,2008,1,0,0,1,0,0,0,0,1,0
7.0,3.0,3.0,0.0,2.0,2.0,2.0,1.0,1.0,3.0,1.1655275614456,2008,0,0,0,1,0,0,0,1,0,0
0.0,5.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,5.0,0.798543161402933,2008,1,0,0,0,0,0,0,0,1,0
0.0,5.0,2.0,0.0,3.0,1.0,2.0,1.0,1.0,2.0,0.891875228952488,2008,1,0,0,0,0,0,1,0,0,0
5.0,5.0,3.0,1.0,2.0,2.0,3.0,2.0,1.0,3.0,0.964102137498425,2008,0,0,0,0,0,0,0,0,0,0
5.0,7.0,2.0,1.0,3.0,3.0,2.0,3.0,1.0,4.0,0.820188448996378,2008,0,0,0,0,0,0,0,0,1,0
10.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0,3.0,1.1655275614456,2008,0,0,0,1,0,0,0,0,0,0
5.0,2.0,3.0,1.0,3.0,2.0,2.0,1.0,0.0,4.0,0.885880985398205,2008,0,1,0,0,1,0,0,1,0,0
0.0,9.0,3.0,1.0,3.0,2.0,3.0,1.0,1.0,5.0,0.823425859021716,2008,1,0,0,0,1,0,0,0,1,0
5.0,5.0,3.0,1.0,2.0,2.0,3.0,3.0,1.0,2.0,1.09291847977248,2008,0,0,0,0,1,0,0,0,0,0
5.0,6.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,0.706356425778047,2008,0,0,0,0,0,0,1,0,1,0
3.0,7.0,2.0,0.0,3.0,2.0,2.0,2.0,0.0,1.0,1.04985991634578,2008,0,0,0,0,0,0,1,0,1,0
5.0,5.0,3.0,0.0,3.0,2.0,2.0,3.0,0.0,4.0,1.01480117893573,2008,0,0,0,1,0,0,0,0,0,0
10.0,0.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,5.0,0.78024426016223,2008,0,1,0,0,0,0,0,1,0,0
5.0,5.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,5.0,0.78024426016223,2008,0,0,0,0,0,0,0,0,0,0
4.0,4.0,3.0,1.0,3.0,3.0,3.0,2.0,1.0,1.0,1.02580200206594,2008,0,0,0,0,0,0,1,0,0,0
3.0,5.0,2.0,1.0,2.0,3.0,2.0,4.0,1.0,3.0,1.01745911029099,2008,0,0,0,0,1,0,0,0,1,0
6.0,3.0,3.0,0.0,3.0,3.0,2.0,2.0,0.0,1.0,1.1676837772616,2008,0,0,0,0,0,1,0,1,0,0
7.0,6.0,3.0,0.0,3.0,2.0,2.0,1.0,0.0,3.0,1.21583190999433,2008,0,0,0,1,0,0,0,0,0,0
5.0,5.0,3.0,1.0,3.0,2.0,3.0,4.0,0.0,5.0,1.39508876266523,2008,0,0,0,0,0,0,0,0,0,0
8.0,4.0,3.0,1.0,2.0,3.0,2.0,2.0,0.0,4.0,1.54767164446886,2008,0,0,0,0,1,0,0,1,0,0
6.0,6.0,2.0,0.0,2.0,2.0,2.0,1.0,0.0,4.0,1.77290068903152,2008,0,0,0,1,0,0,0,0,0,0
0.0,10.0,3.0,1.0,3.0,1.0,3.0,1.0,0.0,5.0,1.68655823932558,2008,1,0,0,1,0,0,0,1,0,0
7.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,1.77754420781032,2008,0,0,0,0,1,0,0,1,0,0
8.0,9.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.12650650638248,2008,0,0,0,0,0,1,0,0,1,0
10.0,0.0,2.0,0.0,2.0,2.0,1.0,2.0,0.0,2.0,1.00240235051172,2008,0,1,0,0,0,1,0,1,0,0
7.0,3.0,2.0,0.0,3.0,2.0,3.0,2.0,1.0,4.0,0.997866856930621,2008,0,0,0,1,0,0,0,1,0,0
5.0,6.0,3.0,0.0,2.0,2.0,2.0,2.0,0.0,5.0,0.803633148375986,2008,0,0,0,0,0,0,0,0,0,0
5.0,5.0,2.0,0.0,4.0,2.0,2.0,3.0,0.0,3.0,1.04795883788618,2008,0,0,0,0,1,0,0,0,0,0
5.0,4.0,4.0,0.0,3.0,3.0,2.0,1.0,1.0,4.0,0.997866856930621,2008,0,0,0,1,0,0,0,0,0,0
3.0,7.0,3.0,0.0,3.0,2.0,2.0,3.0,0.0,1.0,1.4413262438826,2008,0,0,0,0,1,0,0,0,1,0
6.0,2.0,3.0,1.0,4.0,2.0,2.0,1.0,1.0,5.0,1.0567624106219,2008,0,1,0,1,0,0,0,1,0,0
5.0,5.0,1.0,0.0,3.0,1.0,2.0,4.0,0.0,2.0,1.25314941008995,2008,0,0,0,0,1,0,0,0,0,0
5.0,2.0,3.0,0.0,2.0,2.0,2.0,2.0,0.0,4.0,0.809914146992263,2008,0,1,0,0,0,0,1,0,0,0
8.0,3.0,3.0,0.0,2.0,2.0,2.0,1.0,0.0,4.0,0.940434890657512,2008,0,0,0,0,0,0,0,1,0,0
5.0,5.0,2.0,1.0,3.0,3.0,1.0,2.0,1.0,2.0,1.22443304458405,2008,0,0,0,0,1,0,0,0,0,0
7.0,1.0,3.0,0.0,3.0,2.0,2.0,2.0,0.0,1.0,1.05313779327039,2008,0,1,0,0,0,0,1,0,0,0
4.0,5.0,2.0,0.0,2.0,2.0,2.0,1.0,0.0,5.0,0.801036376127409,2008,0,0,0,0,0,0,0,0,0,0
6.0,1.0,3.0,1.0,4.0,3.0,2.0,2.0,1.0,4.0,0.708561814699522,2008,0,1,0,0,0,0,1,1,0,0
0.0,0.0,3.0,0.0,3.0,2.0,2.0,2.0,1.0,2.0,0.894659845439982,2008,1,1,1,0,0,0,1,1,0,0
0.0,6.0,4.0,1.0,2.0,2.0,2.0,2.0,0.0,5.0,0.689862423997701,2008,1,0,0,0,0,0,1,0,1,0
5.0,5.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,0.868283226405745,2008,0,0,0,0,1,0,0,0,0,0
10.0,0.0,2.0,1.0,4.0,4.0,2.0,2.0,0.0,2.0,0.915642110855591,2008,0,1,0,0,0,0,1,1,0,0
3.0,7.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,5.0,0.782680341982412,2008,0,0,0,0,0,0,0,0,1,0
3.0,8.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,2.0,0.996053415159598,2008,0,0,0,0,0,1,0,0,1,0
7.0,4.0,2.0,0.0,3.0,2.0,2.0,2.0,0.0,3.0,0.927281988864864,2008,0,0,0,0,0,1,0,1,0,0
5.0,7.0,3.0,0.0,3.0,1.0,2.0,1.0,1.0,2.0,1.09291847977248,2008,0,0,0,0,1,0,0,0,1,0
5.0,5.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,4.0,0.818670803528112,2008,0,0,0,1,0,0,0,0,0,0
3.0,6.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,5.0,0.78024426016223,2008,0,0,0,0,0,0,0,0,1,0
5.0,5.0,2.0,0.0,3.0,1.0,2.0,1.0,0.0,4.0,0.839424152728219,2008,0,0,0,0,0,0,0,0,1,0
6.0,7.0,3.0,1.0,3.0,2.0,2.0,2.0,0.0,4.0,0.891527671630456,2008,0,0,0,0,1,0,0,0,0,0
3.0,3.0,3.0,1.0,2.0,2.0,1.0,2.0,0.0,2.0,0.918610408044032,2008,0,0,0,0,0,0,1,0,0,0
10.0,0.0,3.0,1.0,3.0,2.0,2.0,2.0,0.0,5.0,0.803633148375986,2008,0,1,0,0,0,0,0,1,0,0
3.0,8.0,3.0,0.0,3.0,2.0,3.0,2.0,1.0,1.0,1.03234055762538,2008,0,0,0,0,0,0,1,0,1,0
6.0,5.0,3.0,1.0,3.0,1.0,3.0,3.0,1.0,2.0,0.979431943272572,2008,0,0,0,0,0,1,0,0,0,0
3.0,6.0,3.0,1.0,3.0,3.0,2.0,3.0,0.0,3.0,1.20046584325883,2008,0,0,0,1,0,0,0,0,1,0
6.0,6.0,2.0,0.0,3.0,2.0,2.0,3.0,0.0,1.0,1.05655181924598,2008,0,0,0,0,0,0,1,0,1,0
6.0,4.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,2.0,1.0998848418848,2008,0,0,0,0,1,0,0,1,0,0
5.0,6.0,3.0,1.0,3.0,2.0,2.0,2.0,0.0,5.0,0.971532524711409,2008,0,0,0,1,0,0,0,0,0,0
5.0,7.0,3.0,0.0,2.0,1.0,2.0,3.0,0.0,1.0,1.48313284442406,2008,0,0,0,1,0,0,0,0,1,0
5.0,5.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,5.0,0.971532524711409,2008,0,0,0,1,0,0,0,0,0,0
6.0,1.0,3.0,0.0,3.0,2.0,2.0,3.0,0.0,2.0,0.918610408044032,2008,0,1,0,0,0,0,1,1,0,0
7.0,2.0,3.0,1.0,1.0,2.0,2.0,4.0,1.0,5.0,0.676239105675828,2008,0,1,0,0,0,0,1,1,0,0
8.0,2.0,4.0,1.0,3.0,2.0,2.0,3.0,1.0,3.0,0.835589059131984,2008,0,1,0,0,0,0,1,1,0,0
6.0,7.0,3.0,0.0,1.0,2.0,3.0,2.0,1.0,2.0,0.897560123040092,2008,0,0,0,0,0,0,1,0,1,0
3.0,3.0,2.0,0.0,1.0,3.0,1.0,2.0,0.0,2.0,0.918610408044032,2008,0,0,0,0,0,0,1,0,0,0
5.0,8.0,2.0,0.0,2.0,2.0,2.0,3.0,0.0,3.0,1.04795883788618,2008,0,0,0,0,1,0,0,0,1,0
5.0,5.0,2.0,0.0,3.0,1.0,2.0,3.0,0.0,3.0,1.04795883788618,2008,0,0,0,0,1,0,0,0,0,0
5.0,5.0,3.0,1.0,1.0,1.0,2.0,1.0,0.0,5.0,0.803633148375986,2008,0,0,0,0,0,0,0,0,0,0
4.0,5.0,2.0,0.0,2.0,1.0,1.0,3.0,0.0,1.0,1.05655181924598,2008,0,0,0,0,0,0,1,0,1,0
5.0,5.0,3.0,0.0,2.0,2.0,3.0,1.0,1.0,5.0,0.78521760826911,2008,0,0,0,0,0,0,0,0,0,0
7.0,6.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,3.0,1.04795883788618,2008,0,0,0,0,1,0,0,1,0,0
8.0,7.0,3.0,0.0,2.0,3.0,3.0,2.0,1.0,5.0,0.828674450579788,2008,0,0,0,0,1,0,0,0,1,0
2.0,6.0,2.0,1.0,3.0,2.0,1.0,2.0,0.0,4.0,0.727530425158902,2008,1,0,0,0,0,0,1,0,1,0
8.0,4.0,2.0,0.0,2.0,3.0,3.0,1.0,1.0,5.0,0.78521760826911,2008,0,0,0,0,0,0,0,1,0,0
5.0,5.0,2.0,0.0,3.0,2.0,2.0,1.0,0.0,4.0,0.793892821006572,2008,0,0,0,0,0,1,0,0,0,0
6.0,0.0,2.0,1.0,3.0,3.0,2.0,4.0,0.0,3.0,1.04795883788618,2008,0,1,0,0,1,0,0,1,0,0
0.0,8.0,2.0,1.0,2.0,3.0,2.0,3.0,1.0,5.0,0.676239105675828,2008,1,0,0,0,0,0,1,0,1,0
0.0,8.0,2.0,0.0,3.0,3.0,2.0,2.0,0.0,2.0,1.12568020511324,2008,1,0,0,0,1,0,0,0,1,0
6.0,3.0,4.0,1.0,4.0,2.0,3.0,3.0,0.0,1.0,1.05655181924598,2008,0,0,0,0,0,0,1,1,0,0
5.0,2.0,2.0,0.0,2.0,3.0,2.0,3.0,1.0,1.0,1.03234055762538,2008,0,1,0,0,0,0,1,1,0,0
5.0,6.0,2.0,1.0,3.0,3.0,2.0,3.0,1.0,3.0,0.911808128452676,2008,0,0,0,0,0,1,0,0,1,0
4.0,4.0,2.0,1.0,1.0,3.0,2.0,2.0,0.0,4.0,1.02126961424478,2008,0,0,0,1,0,0,0,0,0,0
6.0,5.0,3.0,1.0,3.0,3.0,2.0,3.0,1.0,5.0,0.737922913894202,2008,0,0,0,0,0,1,0,1,0,0
7.0,3.0,3.0,1.0,3.0,3.0,2.0,3.0,0.0,3.0,0.933192568870805,2008,0,0,0,0,0,1,0,1,0,0
8.0,4.0,3.0,1.0,3.0,3.0,2.0,3.0,1.0,5.0,0.78521760826911,2008,0,0,0,0,0,0,0,1,0,0
5.0,6.0,4.0,0.0,3.0,3.0,3.0,2.0,1.0,1.0,1.03234055762538,2008,0,0,0,0,0,0,1,0,1,0
5.0,4.0,2.0,0.0,3.0,1.0,3.0,2.0,0.0,5.0,0.803633148375986,2008,0,0,0,0,0,0,0,0,1,0
6.0,5.0,3.0,0.0,2.0,2.0,2.0,1.0,0.0,5.0,0.813919722257411,2008,0,0,0,0,0,0,0,0,0,0
4.0,6.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,1.14092588720223,2008,0,0,0,0,0,1,0,0,1,0
5.0,5.0,2.0,0.0,3.0,3.0,3.0,2.0,0.0,4.0,0.902939303019846,2008,0,0,0,0,1,0,0,1,0,0
5.0,10.0,2.0,1.0,3.0,2.0,2.0,1.0,0.0,1.0,1.3112883396814,2008,0,0,0,0,1,0,0,0,1,0
6.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,1.03705106559475,2008,0,1,0,0,1,0,0,1,0,0
3.0,5.0,2.0,1.0,4.0,4.0,2.0,3.0,1.0,2.0,0.909048970329842,2008,0,0,0,0,0,0,1,0,1,0
3.0,5.0,2.0,0.0,2.0,3.0,2.0,2.0,1.0,2.0,1.27607596762101,2008,0,0,0,1,0,0,0,0,1,0
5.0,4.0,2.0,0.0,2.0,3.0,2.0,2.0,1.0,2.0,0.991968756950132,2008,0,0,0,0,0,1,0,1,0,0
4.0,6.0,3.0,0.0,2.0,2.0,2.0,2.0,0.0,5.0,0.813919722257411,2008,0,0,0,0,0,0,0,0,0,0
5.0,5.0,3.0,0.0,3.0,3.0,2.0,1.0,0.0,2.0,0.930368700804463,2008,0,0,0,0,0,0,1,0,0,0
0.0,5.0,2.0,1.0,3.0,2.0,2.0,3.0,0.0,3.0,1.21583190999433,2008,1,0,0,1,0,0,0,0,0,0
10.0,2.0,3.0,0.0,3.0,3.0,3.0,2.0,1.0,4.0,0.882248126974607,2008,0,1,0,0,1,0,0,1,0,0
3.0,6.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,5.0,0.795268461642666,2008,0,0,0,0,0,0,0,0,0,0
8.0,2.0,1.0,0.0,3.0,3.0,2.0,3.0,0.0,4.0,0.73684287759383,2008,0,1,0,0,0,0,1,1,0,0
5.0,4.0,2.0,0.0,3.0,2.0,2.0,1.0,0.0,3.0,1.21583190999433,2008,0,0,0,1,0,0,0,0,0,0
6.0,4.0,3.0,1.0,3.0,2.0,3.0,4.0,1.0,4.0,0.882248126974607,2008,0,0,0,0,1,0,0,0,0,0
6.0,5.0,3.0,1.0,3.0,2.0,2.0,1.0,1.0,3.0,0.846284671437974,2008,0,0,0,0,0,0,1,1,0,0
6.0,5.0,3.0,1.0,3.0,2.0,3.0,1.0,1.0,5.0,0.795268461642666,2008,0,0,0,0,0,0,0,0,0,0
4.0,4.0,3.0,1.0,4.0,2.0,2.0,2.0,1.0,4.0,1.01063963909918,2008,0,0,0,1,0,0,0,0,1,0
5.0,4.0,3.0,1.0,2.0,3.0,3.0,2.0,1.0,2.0,0.909048970329842,2008,0,0,0,0,0,0,1,0,0,0
5.0,5.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0998848418848,2008,0,0,0,0,1,0,0,0,1,0
7.0,7.0,3.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,1.12650650638248,2008,0,0,0,0,0,1,0,0,1,0
5.0,5.0,3.0,0.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0998848418848,2008,0,0,0,0,1,0,0,0,0,0
3.0,6.0,1.0,0.0,3.0,4.0,2.0,3.0,1.0,1.0,1.03234055762538,2008,0,0,0,0,0,0,1,0,1,0
4.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,0.911808128452676,2008,0,0,0,0,0,1,0,1,0,0
10.0,2.0,3.0,0.0,2.0,2.0,2.0,1.0,1.0,5.0,0.78521760826911,2008,0,1,0,0,0,0,0,1,0,0
5.0,5.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,1.03234055762538,2008,0,0,0,0,0,0,1,0,0,0
0.0,5.0,2.0,0.0,2.0,1.0,1.0,3.0,0.0,1.0,1.152926221797,2008,1,0,0,0,0,1,0,0,0,0
6.0,3.0,3.0,0.0,3.0,3.0,2.0,2.0,1.0,3.0,1.02394448749702,2008,0,0,0,0,1,0,0,1,0,0
4.0,3.0,2.0,0.0,3.0,2.0,2.0,2.0,0.0,2.0,1.12568020511324,2008,0,0,0,0,1,0,0,1,0,0
5.0,5.0,2.0,0.0,3.0,2.0,2.0,2.0,0.0,1.0,1.152926221797,2008,0,0,0,0,0,1,0,0,1,0
0.0,0.0,2.0,0.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0998848418848,2008,1,1,1,0,1,0,0,0,0,0
6.0,4.0,2.0,0.0,4.0,3.0,3.0,3.0,0.0,2.0,0.918610408044032,2008,0,0,0,0,0,0,1,1,0,0
5.0,5.0,3.0,0.0,2.0,2.0,3.0,1.0,1.0,5.0,0.78521760826911,2008,0,0,0,0,0,0,0,0,0,0
0.0,10.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,4.0,0.775700483973994,2008,1,0,0,0,0,1,0,0,1,0
2.0,7.0,2.0,0.0,2.0,3.0,2.0,2.0,1.0,2.0,0.897560123040092,2008,1,0,0,0,0,0,1,0,1,0
7.0,6.0,2.0,0.0,3.0,2.0,2.0,1.0,0.0,2.0,1.12568020511324,2008,0,0,0,0,1,0,0,0,0,0
0.0,0.0,2.0,1.0,2.0,3.0,1.0,4.0,0.0,4.0,0.940434890657512,2008,1,1,1,0,0,0,0,0,0,0
4.0,6.0,3.0,1.0,3.0,2.0,2.0,1.0,0.0,4.0,0.940434890657512,2008,0,0,0,0,0,0,0,0,0,0
7.0,2.0,2.0,0.0,3.0,2.0,2.0,3.0,0.0,2.0,1.02263154820872,2008,0,1,0,0,0,0,1,1,0,0
3.0,2.0,3.0,1.0,4.0,3.0,3.0,2.0,0.0,1.0,1.17619309907326,2008,0,1,0,0,0,0,1,1,0,0
10.0,10.0,2.0,0.0,3.0,3.0,2.0,3.0,1.0,3.0,1.01505899552595,2008,0,0,0,0,0,1,0,1,0,0
6.0,5.0,3.0,0.0,2.0,2.0,3.0,1.0,0.0,5.0,0.894634551839512,2008,0,0,0,0,0,0,0,0,0,0
9.0,0.0,2.0,1.0,3.0,2.0,2.0,3.0,0.0,3.0,1.0388649563782,2008,0,1,0,0,0,1,0,1,0,0
6.0,3.0,3.0,0.0,3.0,2.0,2.0,2.0,1.0,1.0,1.14924021487082,2008,0,0,0,0,0,0,1,1,0,0
8.0,7.0,3.0,1.0,2.0,2.0,3.0,1.0,1.0,5.0,0.782680341982412,2008,0,0,0,0,0,0,0,1,0,0
7.0,5.0,2.0,0.0,2.0,2.0,2.0,1.0,1.0,4.0,0.773193970281693,2008,0,0,0,0,0,1,0,1,0,0
6.0,3.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,3.0,1.02063582528642,2008,0,0,0,0,1,0,0,1,0,0
6.0,4.0,3.0,1.0,2.0,3.0,2.0,1.0,0.0,4.0,1.01796959532701,2008,0,0,0,1,0,0,0,1,0,0
7.0,5.0,3.0,0.0,2.0,2.0,2.0,2.0,1.0,3.0,1.02063582528642,2008,0,0,0,0,1,0,0,1,0,0
3.0,3.0,2.0,1.0,3.0,3.0,3.0,2.0,1.0,2.0,0.976267114028284,2008,0,0,0,0,0,1,0,0,0,0
6.0,3.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,5.0,0.78024426016223,2008,0,0,0,0,0,0,0,0,0,0
5.0,5.0,2.0,0.0,3.0,2.0,2.0,3.0,1.0,2.0,1.09291847977248,2008,0,0,0,0,1,0,0,0,0,0
4.0,5.0,2.0,0.0,2.0,1.0,2.0,1.0,1.0,5.0,0.78024426016223,2008,0,0,0,0,0,0,0,0,0,0
5.0,5.0,3.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,0.97322849603757,2008,0,0,0,0,0,1,0,0,0,0
8.0,5.0,3.0,1.0,2.0,2.0,3.0,2.0,0.0,3.0,0.927281988864864,2008,0,0,0,0,0,1,0,0,0,0
5.0,5.0,3.0,1.0,2.0,2.0,3.0,2.0,1.0,3.0,1.1655275614456,2008,0,0,0,1,0,0,0,0,0,0
7.0,7.0,3.0,0.0,2.0,2.0,2.0,2.0,1.0,3.0,1.18797068830759,2008,0,0,0,1,0,0,0,0,0,0
5.0,5.0,3.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,1.11396346309395,2008,0,0,0,0,1,0,0,0,1,0
5.0,5.0,3.0,1.0,3.0,3.0,2.0,3.0,0.0,4.0,0.902939303019846,2008,0,0,0,0,1,0,0,0,0,0
0.0,3.0,2.0,0.0,1.0,3.0,1.0,3.0,1.0,1.0,1.79211959349507,2008,1,0,0,0,0,0,1,0,1,0
10.0,4.0,4.0,0.0,3.0,3.0,2.0,4.0,0.0,3.0,1.72382948104729,2008,0,0,0,0,0,0,0,1,0,0
6.0,5.0,3.0,0.0,2.0,2.0,3.0,1.0,0.0,5.0,1.39508876266523,2008,0,0,0,0,0,0,0,0,0,0
7.0,5.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,5.0,0.949269510536206,2008,0,0,0,1,0,0,0,1,0,0
4.0,6.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0,4.0,0.775700483973994,2008,0,0,0,0,0,1,0,0,1,0
5.0,5.0,3.0,1.0,3.0,2.0,2.0,2.0,0.0,4.0,1.02126961424478,2008,0,0,0,1,0,0,0,0,0,0
6.0,5.0,3.0,0.0,3.0,3.0,2.0,1.0,0.0,1.0,1.152926221797,2008,0,0,0,0,0,1,0,0,0,0
6.0,4.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,3.0,1.0445725783306,2008,0,0,0,0,1,0,0,1,0,0
10.0,0.0,2.0,1.0,3.0,2.0,2.0,3.0,1.0,5.0,0.825996762606464,2008,0,1,0,0,1,0,0,1,0,0
8.0,5.0,3.0,0.0,3.0,2.0,2.0,2.0,1.0,5.0,0.735538470509478,2008,0,0,0,0,0,1,0,1,0,0
5.0,0.0,2.0,0.0,3.0,2.0,2.0,2.0,0.0,5.0,0.971532524711409,2008,0,1,0,1,0,0,0,1,0,0
5.0,5.0,3.0,0.0,1.0,3.0,3.0,3.0,1.0,1.0,1.03234055762538,2008,0,0,0,0,0,0,1,0,1,0
5.0,0.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,4.0,0.71085880608674,2008,0,1,0,0,0,0,1,1,0,0
5.0,4.0,3.0,0.0,2.0,2.0,4.0,1.0,1.0,5.0,0.737922913894202,2008,0,0,0,0,0,1,0,1,0,0
1.0,8.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,0.78521760826911,2008,1,0,0,0,0,0,0,0,1,0
5.0,2.0,2.0,0.0,3.0,2.0,2.0,2.0,1.0,4.0,0.825416405007554,2008,0,1,0,0,0,0,0,1,0,0
5.0,6.0,3.0,0.0,2.0,2.0,2.0,1.0,0.0,5.0,0.803633148375986,2008,0,0,0,0,0,0,0,0,0,0
0.0,10.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,1.12650650638248,2008,1,0,0,0,0,1,0,0,0,0
6.0,4.0,2.0,0.0,3.0,2.0,2.0,2.0,1.0,4.0,0.775700483973994,2008,0,0,0,0,0,1,0,0,0,0
5.0,1.0,1.0,0.0,2.0,2.0,2.0,3.0,0.0,2.0,0.918610408044032,2008,0,1,0,0,0,0,1,1,0,0
10.0,0.0,3.0,0.0,3.0,2.0,2.0,4.0,0.0,1.0,1.05655181924598,2008,0,1,0,0,0,0,1,1,0,0
5.0,5.0,3.0,1.0,2.0,2.0,2.0,1.0,0.0,5.0,0.803633148375986,2008,0,0,0,0,0,0,0,0,0,0
6.0,3.0,2.0,0.0,2.0,4.0,2.0,2.0,1.0,2.0,0.897560123040092,2008,0,0,0,0,0,0,1,1,0,0
6.0,2.0,2.0,1.0,3.0,2.0,2.0,3.0,0.0,4.0,0.891527671630456,2008,0,1,0,0,1,0,0,1,0,0
6.0,5.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0,5.0,0.74736839108477,2008,0,0,0,0,0,1,0,1,0,0
0.0,10.0,2.0,1.0,2.0,1.0,2.0,3.0,0.0,3.0,1.06137280174817,2008,1,0,0,0,1,0,0,0,1,0
5.0,5.0,3.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,1.04555460614773,2008,0,0,0,0,0,0,1,0,0,0
0.0,10.0,2.0,1.0,2.0,2.0,3.0,3.0,1.0,4.0,0.882248126974607,2008,1,0,0,0,1,0,0,0,1,0
6.0,4.0,3.0,1.0,3.0,2.0,2.0,3.0,0.0,3.0,0.945137514552407,2008,0,0,0,0,0,1,0,1,0,0
5.0,4.0,2.0,1.0,3.0,2.0,2.0,3.0,1.0,2.0,0.909048970329842,2008,0,0,0,0,0,0,1,0,1,0
8.0,1.0,3.0,0.0,1.0,1.0,3.0,4.0,0.0,4.0,0.73684287759383,2008,0,1,0,0,0,0,1,1,0,0
